Stationsnamn;Stationsnummer;Stationsnät;Mäthöjd (meter över marken)
Uppsala Aut;97510;SMHIs stationsnät;10.0

Parameternamn;Beskrivning;Enhet
Vindriktning;medelvärde 10 min, 1 gång/tim;grader
Vindhastighet;medelvärde 10 min, 1 gång/tim;meter per sekund

Tidsperiod (fr.o.m);Tidsperiod (t.o.m);Höjd (meter över havet);Latitud (decimalgrader);Longitud (decimalgrader)
1985-06-01 00:00:00;1997-12-31 23:59:59;13.0;59.8585;17.6219
1998-01-01 00:00:00;2024-11-04 05:20:12;23.535;59.8471;17.6320

Datum;Tid (UTC);Vindriktning;Kvalitet;Vindhastighet;Kvalitet;;Tidsutsnitt:
2024-06-27;01:00:00;348;G;0.6;G;;Data från senaste fyra månaderna
2024-06-27;02:00:00;43;G;0.2;G;;Tidsperiod (fr.o.m.) = 2024-06-27 00:00:01 (UTC)
2024-06-27;03:00:00;185;G;0.1;G;;Tidsperiod (t.o.m.) = 2024-11-04 05:00:00 (UTC)
2024-06-27;04:00:00;126;G;0.8;G;;Samplingstid = 10 minuter
2024-06-27;05:00:00;130;G;0.7;G;;Kvalitetskoderna:
2024-06-27;06:00:00;130;G;0.1;G;;Grön (G) = Kontrollerade och godkända värden.
2024-06-27;07:00:00;84;G;0.5;G;;Gul (Y) = Misstänkta eller aggregerade värden. Grovt kontrollerade arkivdata och okontrollerade realtidsdata (senaste 2 tim).
2024-06-27;08:00:00;120;G;1.1;G;;Nätinformation:
2024-06-27;09:00:00;143;G;0.7;G;;SMHIs Stationsnät: Data samlas in och lagras i SMHIs databaser. Data kvalitetskontrolleras vilket innebär att felaktiga data korrigeras och att databortfall kompletteras utifrån expertbedömning där det är möjligt. De flesta stationerna övervakas, inspekteras och underhålls löpande av SMHI.
2024-06-27;10:00:00;119;G;1.3;G;;Övriga stationer: Data samlas in och lagras i SMHIs databaser. Datakvaliteten är för SMHI okänd då SMHI varken utför kvalitetskontroll på data eller inspektioner på stationerna.
2024-06-27;11:00:00;188;G;0.9;G;;Möjliga orsaker till saknade data:
2024-06-27;12:00:00;160;G;0.8;G;;– stationen eller givaren har varit ur funktion.
2024-06-27;13:00:00;184;G;2.5;G;;– stationen har endast levererat värden med kvalitetskod Röd (R). Dessa levereras ej.
2024-06-27;14:00:00;196;G;2.7;G
2024-06-27;15:00:00;174;G;3.4;G
2024-06-27;16:00:00;178;G;2.7;G
2024-06-27;17:00:00;202;G;2.6;G
2024-06-27;18:00:00;169;G;2.9;G
2024-06-27;19:00:00;156;G;3.2;G
2024-06-27;20:00:00;158;G;2.7;G
2024-06-27;21:00:00;128;G;0.6;G
2024-06-27;22:00:00;130;G;1.1;G
2024-06-27;23:00:00;126;G;1.4;G
2024-06-28;00:00:00;146;G;2.4;G
2024-06-28;01:00:00;155;G;1.8;G
2024-06-28;02:00:00;127;G;1.0;G
2024-06-28;03:00:00;90;G;1.4;G
2024-06-28;04:00:00;96;G;1.2;G
2024-06-28;05:00:00;77;G;1.3;G
2024-06-28;06:00:00;86;G;2.1;G
2024-06-28;07:00:00;100;G;1.8;G
2024-06-28;08:00:00;141;G;2.5;G
2024-06-28;09:00:00;122;G;3.7;G
2024-06-28;10:00:00;139;G;4.5;G
2024-06-28;11:00:00;155;G;4.8;G
2024-06-28;12:00:00;155;G;5.9;G
2024-06-28;13:00:00;181;G;5.0;G
2024-06-28;14:00:00;186;G;4.2;G
2024-06-28;15:00:00;237;G;2.2;G
2024-06-28;16:00:00;234;G;1.5;G
2024-06-28;17:00:00;216;G;0.1;G
2024-06-28;18:00:00;65;G;0.9;G
2024-06-28;19:00:00;213;G;0.4;G
2024-06-28;20:00:00;176;G;1.1;G
2024-06-28;21:00:00;219;G;2.6;G
2024-06-28;22:00:00;210;G;3.6;G
2024-06-28;23:00:00;225;G;2.5;G
2024-06-29;00:00:00;222;G;2.9;G
2024-06-29;01:00:00;217;G;3.4;G
2024-06-29;02:00:00;215;G;2.9;G
2024-06-29;03:00:00;210;G;2.2;G
2024-06-29;04:00:00;196;G;2.2;G
2024-06-29;05:00:00;200;G;3.0;G
2024-06-29;06:00:00;214;G;4.1;G
2024-06-29;07:00:00;220;G;4.7;G
2024-06-29;08:00:00;216;G;5.7;G
2024-06-29;09:00:00;215;G;4.6;G
2024-06-29;10:00:00;219;G;6.2;G
2024-06-29;11:00:00;212;G;5.6;G
2024-06-29;12:00:00;213;G;5.4;G
2024-06-29;13:00:00;219;G;5.6;G
2024-06-29;14:00:00;221;G;4.5;G
2024-06-29;15:00:00;221;G;4.0;G
2024-06-29;16:00:00;215;G;5.2;G
2024-06-29;17:00:00;215;G;5.2;G
2024-06-29;18:00:00;214;G;3.8;G
2024-06-29;19:00:00;216;G;3.6;G
2024-06-29;20:00:00;215;G;2.9;G
2024-06-29;21:00:00;221;G;2.0;G
2024-06-29;22:00:00;219;G;2.0;G
2024-06-29;23:00:00;232;G;0.1;G
2024-06-30;00:00:00;199;G;1.2;G
2024-06-30;01:00:00;207;G;2.0;G
2024-06-30;02:00:00;207;G;1.1;G
2024-06-30;03:00:00;178;G;1.5;G
2024-06-30;04:00:00;176;G;1.7;G
2024-06-30;05:00:00;172;G;2.3;G
2024-06-30;06:00:00;180;G;2.6;G
2024-06-30;07:00:00;188;G;3.2;G
2024-06-30;08:00:00;185;G;1.9;G
2024-06-30;09:00:00;195;G;2.5;G
2024-06-30;10:00:00;174;G;3.4;G
2024-06-30;11:00:00;184;G;3.2;G
2024-06-30;12:00:00;162;G;1.9;G
2024-06-30;13:00:00;232;G;0.3;G
2024-06-30;14:00:00;101;G;1.2;G
2024-06-30;15:00:00;45;G;0.8;G
2024-06-30;16:00:00;57;G;1.7;G
2024-06-30;17:00:00;66;G;2.6;G
2024-06-30;18:00:00;73;G;0.8;G
2024-06-30;19:00:00;35;G;1.4;G
2024-06-30;20:00:00;347;G;1.5;G
2024-06-30;21:00:00;340;G;1.9;G
2024-06-30;22:00:00;331;G;2.7;G
2024-06-30;23:00:00;329;G;2.6;G
2024-07-01;00:00:00;324;G;3.2;G
2024-07-01;01:00:00;319;G;3.2;G
2024-07-01;02:00:00;313;G;2.5;G
2024-07-01;03:00:00;306;G;2.0;G
2024-07-01;04:00:00;284;G;0.8;G
2024-07-01;05:00:00;292;G;1.1;G
2024-07-01;06:00:00;279;G;1.4;G
2024-07-01;07:00:00;269;G;2.1;G
2024-07-01;08:00:00;244;G;2.2;G
2024-07-01;09:00:00;222;G;2.3;G
2024-07-01;10:00:00;257;G;2.4;G
2024-07-01;11:00:00;225;G;1.8;G
